Theme,Level 2,Level 3,Name,Key,Units,CDID,,,,,,,,,,,,,,,,,Link,Notes
Economy,Regional Accounts,,Gross Disposable Household Income West Midlands,N,£ million,C92M,Economy,Economy,RegionalAccounts,RegionalAccounts,,,,,/Economy/RegionalAccounts/timeseries/C92M,/Economy/RegionalAccounts//timeseries/C92M,/Economy/RegionalAccounts/timeseries/C92M,/Economy/RegionalAccounts/timeseries/C92M,/economy/regionalaccounts/timeseries/c92m,/economy/regionalaccounts/timeseries/c92m,/economy/regionalaccounts/timeseries/c92m,/economy/regionalaccounts/timeseries/c92m,http://www.ons.gov.uk/ons/datasets-and-tables/data-selector.html?dataset=rghi,
Economy,Regional Accounts,,Gross Disposable Household Income East of England,N,£ million,C92N,Economy,Economy,RegionalAccounts,RegionalAccounts,,,,,/Economy/RegionalAccounts/timeseries/C92N,/Economy/RegionalAccounts//timeseries/C92N,/Economy/RegionalAccounts/timeseries/C92N,/Economy/RegionalAccounts/timeseries/C92N,/economy/regionalaccounts/timeseries/c92n,/economy/regionalaccounts/timeseries/c92n,/economy/regionalaccounts/timeseries/c92n,/economy/regionalaccounts/timeseries/c92n,http://www.ons.gov.uk/ons/datasets-and-tables/data-selector.html?dataset=rghi,
Economy,Regional Accounts,,Gross Disposable Household Income London,N,£ million,C92O,Economy,Economy,RegionalAccounts,RegionalAccounts,,,,,/Economy/RegionalAccounts/timeseries/C92O,/Economy/RegionalAccounts//timeseries/C92O,/Economy/RegionalAccounts/timeseries/C92O,/Economy/RegionalAccounts/timeseries/C92O,/economy/regionalaccounts/timeseries/c92o,/economy/regionalaccounts/timeseries/c92o,/economy/regionalaccounts/timeseries/c92o,/economy/regionalaccounts/timeseries/c92o,http://www.ons.gov.uk/ons/datasets-and-tables/data-selector.html?dataset=rghi,
Economy,Regional Accounts,,Gross Disposable Household Income South East,N,£ million,C92P,Economy,Economy,RegionalAccounts,RegionalAccounts,,,,,/Economy/RegionalAccounts/timeseries/C92P,/Economy/RegionalAccounts//timeseries/C92P,/Economy/RegionalAccounts/timeseries/C92P,/Economy/RegionalAccounts/timeseries/C92P,/economy/regionalaccounts/timeseries/c92p,/economy/regionalaccounts/timeseries/c92p,/economy/regionalaccounts/timeseries/c92p,/economy/regionalaccounts/timeseries/c92p,http://www.ons.gov.uk/ons/datasets-and-tables/data-selector.html?dataset=rghi,
Economy,Regional Accounts,,Gross Disposable Household Income South West,N,£ million,C92Q,Economy,Economy,RegionalAccounts,RegionalAccounts,,,,,/Economy/RegionalAccounts/timeseries/C92Q,/Economy/RegionalAccounts//timeseries/C92Q,/Economy/RegionalAccounts/timeseries/C92Q,/Economy/RegionalAccounts/timeseries/C92Q,/economy/regionalaccounts/timeseries/c92q,/economy/regionalaccounts/timeseries/c92q,/economy/regionalaccounts/timeseries/c92q,/economy/regionalaccounts/timeseries/c92q,http://www.ons.gov.uk/ons/datasets-and-tables/data-selector.html?dataset=rghi,
Economy,Regional Accounts,,Gross Disposable Household Income England,N,£ million,C92R,Economy,Economy,RegionalAccounts,RegionalAccounts,,,,,/Economy/RegionalAccounts/timeseries/C92R,/Economy/RegionalAccounts//timeseries/C92R,/Economy/RegionalAccounts/timeseries/C92R,/Economy/RegionalAccounts/timeseries/C92R,/economy/regionalaccounts/timeseries/c92r,/economy/regionalaccounts/timeseries/c92r,/economy/regionalaccounts/timeseries/c92r,/economy/regionalaccounts/timeseries/c92r,http://www.ons.gov.uk/ons/datasets-and-tables/data-selector.html?dataset=rghi,
Economy,Regional Accounts,,Gross Disposable Household Income Wales,N,£ million,C92S,Economy,Economy,RegionalAccounts,RegionalAccounts,,,,,/Economy/RegionalAccounts/timeseries/C92S,/Economy/RegionalAccounts//timeseries/C92S,/Economy/RegionalAccounts/timeseries/C92S,/Economy/RegionalAccounts/timeseries/C92S,/economy/regionalaccounts/timeseries/c92s,/economy/regionalaccounts/timeseries/c92s,/economy/regionalaccounts/timeseries/c92s,/economy/regionalaccounts/timeseries/c92s,http://www.ons.gov.uk/ons/datasets-and-tables/data-selector.html?dataset=rghi,
Economy,Regional Accounts,,Gross Disposable Household Income Scotland,N,£ million,C92T,Economy,Economy,RegionalAccounts,RegionalAccounts,,,,,/Economy/RegionalAccounts/timeseries/C92T,/Economy/RegionalAccounts//timeseries/C92T,/Economy/RegionalAccounts/timeseries/C92T,/Economy/RegionalAccounts/timeseries/C92T,/economy/regionalaccounts/timeseries/c92t,/economy/regionalaccounts/timeseries/c92t,/economy/regionalaccounts/timeseries/c92t,/economy/regionalaccounts/timeseries/c92t,http://www.ons.gov.uk/ons/datasets-and-tables/data-selector.html?dataset=rghi,
Economy,Regional Accounts,,Gross Disposable Household Income Northern Ireland,N,£ million,C92U,Economy,Economy,RegionalAccounts,RegionalAccounts,,,,,/Economy/RegionalAccounts/timeseries/C92U,/Economy/RegionalAccounts//timeseries/C92U,/Economy/RegionalAccounts/timeseries/C92U,/Economy/RegionalAccounts/timeseries/C92U,/economy/regionalaccounts/timeseries/c92u,/economy/regionalaccounts/timeseries/c92u,/economy/regionalaccounts/timeseries/c92u,/economy/regionalaccounts/timeseries/c92u,http://www.ons.gov.uk/ons/datasets-and-tables/data-selector.html?dataset=rghi,
Economy,Environmental Accounts,,Total energy consumption (oil equivalent),Y,million tonnes,RAID138,Economy,Economy,EnvironmentalAccounts,EnvironmentalAccounts,,,,,/Economy/EnvironmentalAccounts/timeseries/RAID138,/Economy/EnvironmentalAccounts//timeseries/RAID138,/Economy/EnvironmentalAccounts/timeseries/RAID138,/Economy/EnvironmentalAccounts/timeseries/RAID138,/economy/environmentalaccounts/timeseries/raid138,/economy/environmentalaccounts/timeseries/raid138,/economy/environmentalaccounts/timeseries/raid138,/economy/environmentalaccounts/timeseries/raid138,,
Economy,Environmental Accounts,,Greenhouse gas emissions (CO2 equivalent),N,million tonnes,RAID139,Economy,Economy,EnvironmentalAccounts,EnvironmentalAccounts,,,,,/Economy/EnvironmentalAccounts/timeseries/RAID139,/Economy/EnvironmentalAccounts//timeseries/RAID139,/Economy/EnvironmentalAccounts/timeseries/RAID139,/Economy/EnvironmentalAccounts/timeseries/RAID139,/economy/environmentalaccounts/timeseries/raid139,/economy/environmentalaccounts/timeseries/raid139,/economy/environmentalaccounts/timeseries/raid139,/economy/environmentalaccounts/timeseries/raid139,http://www.ons.gov.uk/ons/rel/environmental/uk-environmental-accounts/2014/rft-ghg-emissions.xls,
Economy,Environmental Accounts,,Revenue from environmentally related taxes,N,£ billion,RAID140,Economy,Economy,EnvironmentalAccounts,EnvironmentalAccounts,,,,,/Economy/EnvironmentalAccounts/timeseries/RAID140,/Economy/EnvironmentalAccounts//timeseries/RAID140,/Economy/EnvironmentalAccounts/timeseries/RAID140,/Economy/EnvironmentalAccounts/timeseries/RAID140,/economy/environmentalaccounts/timeseries/raid140,/economy/environmentalaccounts/timeseries/raid140,/economy/environmentalaccounts/timeseries/raid140,/economy/environmentalaccounts/timeseries/raid140,http://www.ons.gov.uk/ons/rel/environmental/uk-environmental-accounts/2014/rft-env-taxes.xls,
Economy,Environmental Accounts,,Spend on environmental protection activities,N,£ billion,RAID141,Economy,Economy,EnvironmentalAccounts,EnvironmentalAccounts,,,,,/Economy/EnvironmentalAccounts/timeseries/RAID141,/Economy/EnvironmentalAccounts//timeseries/RAID141,/Economy/EnvironmentalAccounts/timeseries/RAID141,/Economy/EnvironmentalAccounts/timeseries/RAID141,/economy/environmentalaccounts/timeseries/raid141,/economy/environmentalaccounts/timeseries/raid141,/economy/environmentalaccounts/timeseries/raid141,/economy/environmentalaccounts/timeseries/raid141,http://www.ons.gov.uk/ons/rel/environmental/uk-environmental-accounts/2014/rft-epe-gov.xls,
,,,,,,,,,,,,,,,///timeseries/,////timeseries/,,,,,,,,
Employment and Labour Market,People in Work,Employment and Employee Types,Employment rate (aged 16-64),Y,%,LF24,EmploymentandLabourMarket,EmploymentandLabourMarket,PeopleinWork,PeopleinWork,EmploymentandEmployeeTypes,EmploymentandEmployeeTypes,EmploymentandEmployeeTypes,EmploymentandEmployeeTypes,/EmploymentandLabourMarket/PeopleinWork/timeseries/LF24,/EmploymentandLabourMarket/PeopleinWork/EmploymentandEmployeeTypes/timeseries/LF24,/EmploymentandLabourMarket/PeopleinWork/EmploymentandEmployeeTypes/timeseries/LF24,/EmploymentandLabourMarket/PeopleinWork/EmploymentandEmployeeTypes/timeseries/LF24,/employmentandlabourmarket/peopleinwork/employmentandemployeetypes/timeseries/lf24,/employmentandlabourmarket/peopleinwork/employmentandemployeetypes/timeseries/lf24,/employmentandlabourmarket/peopleinwork/employmentandemployeetypes/timeseries/lf24,/employmentandlabourmarket/peopleinwork/employmentandemployeetypes/timeseries/lf24,http://www.ons.gov.uk/ons/datasets-and-tables/data-selector.html?dataset=lms,
Employment and Labour Market,People in Work,Employment and Employee Types,Employment 16+,N,000's,MGRZ,EmploymentandLabourMarket,EmploymentandLabourMarket,PeopleinWork,PeopleinWork,EmploymentandEmployeeTypes,EmploymentandEmployeeTypes,EmploymentandEmployeeTypes,EmploymentandEmployeeTypes,/EmploymentandLabourMarket/PeopleinWork/timeseries/MGRZ,/EmploymentandLabourMarket/PeopleinWork/EmploymentandEmployeeTypes/timeseries/MGRZ,/EmploymentandLabourMarket/PeopleinWork/EmploymentandEmployeeTypes/timeseries/MGRZ,/EmploymentandLabourMarket/PeopleinWork/EmploymentandEmployeeTypes/timeseries/MGRZ,/employmentandlabourmarket/peopleinwork/employmentandemployeetypes/timeseries/mgrz,/employmentandlabourmarket/peopleinwork/employmentandemployeetypes/timeseries/mgrz,/employmentandlabourmarket/peopleinwork/employmentandemployeetypes/timeseries/mgrz,/employmentandlabourmarket/peopleinwork/employmentandemployeetypes/timeseries/mgrz,http://www.ons.gov.uk/ons/datasets-and-tables/data-selector.html?dataset=lms,
Employment and Labour Market,People in Work,Employment and Employee Types,Employment 16+ Female,N,000's,MGSB,EmploymentandLabourMarket,EmploymentandLabourMarket,PeopleinWork,PeopleinWork,EmploymentandEmployeeTypes,EmploymentandEmployeeTypes,EmploymentandEmployeeTypes,EmploymentandEmployeeTypes,/EmploymentandLabourMarket/PeopleinWork/timeseries/MGSB,/EmploymentandLabourMarket/PeopleinWork/EmploymentandEmployeeTypes/timeseries/MGSB,/EmploymentandLabourMarket/PeopleinWork/EmploymentandEmployeeTypes/timeseries/MGSB,/EmploymentandLabourMarket/PeopleinWork/EmploymentandEmployeeTypes/timeseries/MGSB,/employmentandlabourmarket/peopleinwork/employmentandemployeetypes/timeseries/mgsb,/employmentandlabourmarket/peopleinwork/employmentandemployeetypes/timeseries/mgsb,/employmentandlabourmarket/peopleinwork/employmentandemployeetypes/timeseries/mgsb,/employmentandlabourmarket/peopleinwork/employmentandemployeetypes/timeseries/mgsb,http://www.ons.gov.uk/ons/datasets-and-tables/data-selector.html?dataset=lms,
Employment and Labour Market,People in Work,Employment and Employee Types,Employment 16+ Male,N,000's,MGSA,EmploymentandLabourMarket,EmploymentandLabourMarket,PeopleinWork,PeopleinWork,EmploymentandEmployeeTypes,EmploymentandEmployeeTypes,EmploymentandEmployeeTypes,EmploymentandEmployeeTypes,/EmploymentandLabourMarket/PeopleinWork/timeseries/MGSA,/EmploymentandLabourMarket/PeopleinWork/EmploymentandEmployeeTypes/timeseries/MGSA,/EmploymentandLabourMarket/PeopleinWork/EmploymentandEmployeeTypes/timeseries/MGSA,/EmploymentandLabourMarket/PeopleinWork/EmploymentandEmployeeTypes/timeseries/MGSA,/employmentandlabourmarket/peopleinwork/employmentandemployeetypes/timeseries/mgsa,/employmentandlabourmarket/peopleinwork/employmentandemployeetypes/timeseries/mgsa,/employmentandlabourmarket/peopleinwork/employmentandemployeetypes/timeseries/mgsa,/employmentandlabourmarket/peopleinwork/employmentandemployeetypes/timeseries/mgsa,http://www.ons.gov.uk/ons/datasets-and-tables/data-selector.html?dataset=lms,
Employment and Labour Market,People in Work,Employment and Employee Types,Employment Rate (aged 16-64) Female,N,%,LF25,EmploymentandLabourMarket,EmploymentandLabourMarket,PeopleinWork,PeopleinWork,EmploymentandEmployeeTypes,EmploymentandEmployeeTypes,EmploymentandEmployeeTypes,EmploymentandEmployeeTypes,/EmploymentandLabourMarket/PeopleinWork/timeseries/LF25,/EmploymentandLabourMarket/PeopleinWork/EmploymentandEmployeeTypes/timeseries/LF25,/EmploymentandLabourMarket/PeopleinWork/EmploymentandEmployeeTypes/timeseries/LF25,/EmploymentandLabourMarket/PeopleinWork/EmploymentandEmployeeTypes/timeseries/LF25,/employmentandlabourmarket/peopleinwork/employmentandemployeetypes/timeseries/lf25,/employmentandlabourmarket/peopleinwork/employmentandemployeetypes/timeseries/lf25,/employmentandlabourmarket/peopleinwork/employmentandemployeetypes/timeseries/lf25,/employmentandlabourmarket/peopleinwork/employmentandemployeetypes/timeseries/lf25,http://www.ons.gov.uk/ons/datasets-and-tables/data-selector.html?dataset=lms,
Employment and Labour Market,People in Work,Employment and Employee Types,Employment Rate (aged 16-64) Male,N,%,MGSV,EmploymentandLabourMarket,EmploymentandLabourMarket,PeopleinWork,PeopleinWork,EmploymentandEmployeeTypes,EmploymentandEmployeeTypes,EmploymentandEmployeeTypes,EmploymentandEmployeeTypes,/EmploymentandLabourMarket/PeopleinWork/timeseries/MGSV,/EmploymentandLabourMarket/PeopleinWork/EmploymentandEmployeeTypes/timeseries/MGSV,/EmploymentandLabourMarket/PeopleinWork/EmploymentandEmployeeTypes/timeseries/MGSV,/EmploymentandLabourMarket/PeopleinWork/EmploymentandEmployeeTypes/timeseries/MGSV,/employmentandlabourmarket/peopleinwork/employmentandemployeetypes/timeseries/mgsv,/employmentandlabourmarket/peopleinwork/employmentandemployeetypes/timeseries/mgsv,/employmentandlabourmarket/peopleinwork/employmentandemployeetypes/timeseries/mgsv,/employmentandlabourmarket/peopleinwork/employmentandemployeetypes/timeseries/mgsv,http://www.ons.gov.uk/ons/datasets-and-tables/data-selector.html?dataset=lms,
Employment and Labour Market,People in Work,Employment and Employee Types,Vacancies,N,000's,AP2Y,EmploymentandLabourMarket,EmploymentandLabourMarket,PeopleinWork,PeopleinWork,EmploymentandEmployeeTypes,EmploymentandEmployeeTypes,EmploymentandEmployeeTypes,EmploymentandEmployeeTypes,/EmploymentandLabourMarket/PeopleinWork/timeseries/AP2Y,/EmploymentandLabourMarket/PeopleinWork/EmploymentandEmployeeTypes/timeseries/AP2Y,/EmploymentandLabourMarket/PeopleinWork/EmploymentandEmployeeTypes/timeseries/AP2Y,/EmploymentandLabourMarket/PeopleinWork/EmploymentandEmployeeTypes/timeseries/AP2Y,/employmentandlabourmarket/peopleinwork/employmentandemployeetypes/timeseries/ap2y,/employmentandlabourmarket/peopleinwork/employmentandemployeetypes/timeseries/ap2y,/employmentandlabourmarket/peopleinwork/employmentandemployeetypes/timeseries/ap2y,/employmentandlabourmarket/peopleinwork/employmentandemployeetypes/timeseries/ap2y,http://www.ons.gov.uk/ons/datasets-and-tables/data-selector.html?dataset=lms,
Employment and Labour Market,People in Work,Earnings and Working Hours,Average weekly earning (total pay),Y,£,KAB9,EmploymentandLabourMarket,EmploymentandLabourMarket,PeopleinWork,PeopleinWork,EarningsandWorkingHours,EarningsandWorkingHours,EarningsandWorkingHours,EarningsandWorkingHours,/EmploymentandLabourMarket/PeopleinWork/timeseries/KAB9,/EmploymentandLabourMarket/PeopleinWork/EarningsandWorkingHours/timeseries/KAB9,/EmploymentandLabourMarket/PeopleinWork/EarningsandWorkingHours/timeseries/KAB9,/EmploymentandLabourMarket/PeopleinWork/EarningsandWorkingHours/timeseries/KAB9,/employmentandlabourmarket/peopleinwork/earningsandworkinghours/timeseries/kab9,/employmentandlabourmarket/peopleinwork/earningsandworkinghours/timeseries/kab9,/employmentandlabourmarket/peopleinwork/earningsandworkinghours/timeseries/kab9,/employmentandlabourmarket/peopleinwork/earningsandworkinghours/timeseries/kab9,http://www.ons.gov.uk/ons/datasets-and-tables/data-selector.html?dataset=lms,
Employment and Labour Market,People in Work,Earnings and Working Hours,Average weekly earning growth rate (total pay),N,%,KAF6,EmploymentandLabourMarket,EmploymentandLabourMarket,PeopleinWork,PeopleinWork,EarningsandWorkingHours,EarningsandWorkingHours,EarningsandWorkingHours,EarningsandWorkingHours,/EmploymentandLabourMarket/PeopleinWork/timeseries/KAF6,/EmploymentandLabourMarket/PeopleinWork/EarningsandWorkingHours/timeseries/KAF6,/EmploymentandLabourMarket/PeopleinWork/EarningsandWorkingHours/timeseries/KAF6,/EmploymentandLabourMarket/PeopleinWork/EarningsandWorkingHours/timeseries/KAF6,/employmentandlabourmarket/peopleinwork/earningsandworkinghours/timeseries/kaf6,/employmentandlabourmarket/peopleinwork/earningsandworkinghours/timeseries/kaf6,/employmentandlabourmarket/peopleinwork/earningsandworkinghours/timeseries/kaf6,/employmentandlabourmarket/peopleinwork/earningsandworkinghours/timeseries/kaf6,http://www.ons.gov.uk/ons/datasets-and-tables/data-selector.html?dataset=lms,
Employment and Labour Market,People in Work,Earnings and Working Hours,Average weekly earning (regular pay),N,£,KAI7,EmploymentandLabourMarket,EmploymentandLabourMarket,PeopleinWork,PeopleinWork,EarningsandWorkingHours,EarningsandWorkingHours,EarningsandWorkingHours,EarningsandWorkingHours,/EmploymentandLabourMarket/PeopleinWork/timeseries/KAI7,/EmploymentandLabourMarket/PeopleinWork/EarningsandWorkingHours/timeseries/KAI7,/EmploymentandLabourMarket/PeopleinWork/EarningsandWorkingHours/timeseries/KAI7,/EmploymentandLabourMarket/PeopleinWork/EarningsandWorkingHours/timeseries/KAI7,/employmentandlabourmarket/peopleinwork/earningsandworkinghours/timeseries/kai7,/employmentandlabourmarket/peopleinwork/earningsandworkinghours/timeseries/kai7,/employmentandlabourmarket/peopleinwork/earningsandworkinghours/timeseries/kai7,/employmentandlabourmarket/peopleinwork/earningsandworkinghours/timeseries/kai7,http://www.ons.gov.uk/ons/datasets-and-tables/data-selector.html?dataset=lms,
Employment and Labour Market,People in Work,Earnings and Working Hours,Average weekly earning growth rate (regular pay),N,%,KAI9,EmploymentandLabourMarket,EmploymentandLabourMarket,PeopleinWork,PeopleinWork,EarningsandWorkingHours,EarningsandWorkingHours,EarningsandWorkingHours,EarningsandWorkingHours,/EmploymentandLabourMarket/PeopleinWork/timeseries/KAI9,/EmploymentandLabourMarket/PeopleinWork/EarningsandWorkingHours/timeseries/KAI9,/EmploymentandLabourMarket/PeopleinWork/EarningsandWorkingHours/timeseries/KAI9,/EmploymentandLabourMarket/PeopleinWork/EarningsandWorkingHours/timeseries/KAI9,/employmentandlabourmarket/peopleinwork/earningsandworkinghours/timeseries/kai9,/employmentandlabourmarket/peopleinwork/earningsandworkinghours/timeseries/kai9,/employmentandlabourmarket/peopleinwork/earningsandworkinghours/timeseries/kai9,/employmentandlabourmarket/peopleinwork/earningsandworkinghours/timeseries/kai9,http://www.ons.gov.uk/ons/datasets-and-tables/data-selector.html?dataset=lms,
